course_title,subject_catalog,instructors,year_term,term_type,start_date,end_date,start_time,end_time,weekdays,class_number,course_id,consent,enrolled,waitlist,lecture_sunday,lecture_monday,lecture_tuesday,lecture_wednesday,lecture_thursday,lecture_friday,lecture_saturday,description,notes,school,units,cross_registration,department,course_component,instruction_mode,grading_basis,course_requirements,general_education,quantitative_reasoning,divisional_distribution
Building a Democratic School or Non-Profit: School Design Workshop,EDU     A320,Linda Nathan,2026 Spring,Full Term,,,,,,15769,180185,Instructor,,,False,False,False,False,True,False,False,"*Lottery-based Enrollment* Boston's pilot school initiative, begun in 1994, was in the forefront of a national movement to create small, innovative learning communities as alternatives to traditional ways of organizing public education systems. This course, taught by the founding headmaster of one of Boston's most successful pilot schools (the Boston Arts Academy), examines a wide range of issues related to the philosophy, planning, governance, and sustenance of nontraditional public schools, including charter schools or non-profit organizations. The course is intended for students with significant experience as teachers or administrators and for those who wish to become school leaders, school or nonprofit designers or program or policy designers. Students will be expected to reflect on their own experience as material for analysis in written assignments and class discussions. All students will design a school or a nonprofit.  The class will operate as a studio workshop as much as possible. Although the readings primarily focus on US based schools, designers from outside of the US are encouraged to enroll.Enrollment is limited. Instructions for enrollment will be posted on the course website. Due to the nature of this course, it is strongly preferred that students take it SAT/NCR.",,Graduate School of Education,,,Education,Regular Course,In Person,"HGSE Student Option (Letter Graded, Sat/Unsat)",,,,
Data Wise Coach Certification,EDU     A324Y,Kathy Boudett,2026 Spring,Full Term,,,,,,15864,203667,Instructor,,,False,False,True,False,False,False,False,"A323Y/A324Y is a 2-credit yearlong course provides HGSE students who have been accepted into the Data Wise Coach Certification (DWCC) program with the structure and support needed to complete the requirements of the program by April 2026. These requirements include: (1) Building Data Wise coach competencies by engaging in specific learning activities, (2) Documenting your insights in a written portfolio and revising to take feedback into account, and (3) Sharing your learning in a live virtual portfolio review to which the whole coach network is invited. The culminating project for this course is the Data Wise Coach Certification Program portfolio review. Once certified, Data Wise coaches are qualified to: Teach educators the Data Wise process, habits, and norms and prepare teams to begin a cycle of inquiry, Coach teams as they work their way through a cycle of inquiry and Serve as mentors to aspiring coaches who are teaching fellows in Data Wise programs.Permission of instructor required. Prerequisite: A323Y.",,Graduate School of Education,,,Education,Regular Course,In Person,"HGSE Student Option (Letter Graded, Sat/Unsat)",,,,
Teaching Histories of Racism and Resistance in the United States,EDU     A410A,Adrienne Stang,2026 Spring,Spring 2,,,,,,15791,217508,No Consent,,0,False,True,False,False,False,False,False,"*Lottery-based Enrollment*Engaging in conversations about racism, past and present, is essential to building bridges and promoting democratic values. Many educators wish to teach about racism but may hesitate to explore controversial topics with students, especially younger learners. In this course, participants develop the knowledge and skills to teach the histories and realities of racism in the United States. We consider the developmental needs of students in grades K-12, including racial-ethnic and civic identity development, and culturally sustaining pedagogies. Topics include enslavement, genocide, and xenophobia, as well as examples of resistance to systemic racism. We explore sources by people of color who have been excluded from dominant narratives and consider how to cultivate agency and engagement when teaching difficult histories and current events.This course fulfills the elective requirement of the Equity & Opportunity (E&O) Foundations experience. These electives build students’ historical and contemporary understanding, structural understanding, personal responsibility, and strategies for action.This course is also a Learning Design, Innovation, and Technology (LDIT) core program elective. As such, the course explores best practices in planning and delivering learning experiences centered around histories of racism and resistance.This course is limited to 25 students. This course is recommended for teachers in grades K-12, curriculum directors, and building & district administrators, particularly those working in the United States.",,Graduate School of Education,,,Education,Regular Course,In Person,"HGSE Student Option (Letter Graded, Sat/Unsat)",,,,
Why Can’t Higher Education Change? Obstacles and Opportunities,EDU     A710N,Brian Rosenberg,2026 Spring,Full Term,,,,,,15909,224840,No Consent,,,False,False,False,False,True,False,False,"Resistance within traditional higher education to anything more than incremental change is profound. We will in this class explore the causes for this resistance and explore questions including the following: Why is an industry populated by so many people who identify as politically liberal so conservative when it comes to its own practices? Why are scholars whose disciplines are constantly evolving so reluctant to embrace institutional evolution? Why do colleges and universities that so often speak in their mission statements about the transformative power of education find it so difficult to transform themselves? In addition to examining the obstacles to change, we will explore strategies for overcoming those obstacles and consider the various forms that higher education might take in the future.",,Graduate School of Education,,,Education,Lecture,In Person,"HGSE Student Option (Letter Graded, Sat/Unsat)",,,,
"Postsecondary Education Policy: Access, Outcomes, and Potential Reforms",EDU     A390,,2026 Spring,Full Term,,,,,,17718,226726,Instructor,,,False,False,False,False,False,False,False,"*Lottery-based Enrollment* Higher education is an important pathway to success and economic progress, but it can also reinforce inequities and contribute to social stratification. Cost, academic preparation, and a lack of information are substantial barriers to college access, choice, and completion, and gaps within the K-12 system often persist in postsecondary education. In recent years, high rates of student attrition, increasing debt levels, and questions about the value of a college degree have prompted numerous questions about the value and impact of higher education.  Government policies and programs play a major role in determining who goes to college, where, and whether they graduate. This course will focus on how policy helps to influence postsecondary access and success with the goal of learning about the major initiatives and understanding the impact they have had on student outcomes. Although many of the course readings will focus on diagnosing the problems of the sector, class discussions and assignments will encourage students to develop recommendations and potential solutions to improve the system. We will explore critical issues related to student enrollment, performance, and completion across a range of contexts and institution types, including flagship universities, broad access institutions, community colleges, and technical training programs. The course will utilize frameworks and methods from economics to better understand the costs, benefits, and incentives associated with different policies and programs. However, past exposure to economics is not necessary, though students should be motivated to learn more about quantitative trends and research so that they can become critical consumers of policy studies and proposals.",,Graduate School of Education,,,Education,Regular Course,In Person,HGSE Letter Graded,,,,
"Institutional Change in School Organizations, Systems, and Sectors",EDU     A362,Ebony Bridwell-Mitchell,2026 Spring,Full Term,,,,,,19410,180210,No Consent,,,False,False,False,False,False,False,False,"Why is it so difficult to change ineffective, counterproductive, and sometimes harmful beliefs, practices, and structures in schools? In this class we answer this question by examining how schools operate as institutions. This means beliefs, practices, and structures in schools tend to be long-held, deeply ingrained, value-laden, and often widely accepted as appropriate even when they no longer accomplish stated functions or desired outcomes. By focusing on 'the why' of institutions, this class aims to empower students with the conceptual and analytical skills to understand and take action on 'the how' of changing institutions. By the end of the course, students will be able to answer questions such as, “why do conventional school structures persist despite limited evidence of their effectiveness?”; “why do so many education reforms come and go and come again?”; “how can deeply ingrained beliefs and practices in schools be transformed by school stakeholders?” The course is targeted primarily to doctoral students, research-oriented master’s students, and any highly motivated student interested in gaining an in-depth understanding of the institutional processes in school organizations, systems, and sectors. The class format is mainly inquiry-driven seminar style discussions grounded in theoretical and empirical academic articles linked to dilemmas in real-world education contexts.Permission of instructor required. Enrollment is limited to 12. HGSE doctoral students are given preference in enrollment.",,Graduate School of Education,,,Education,Regular Course,In Person,"HGSE Student Option (Letter Graded, Sat/Unsat)",,,,
"Higher Education Leadership, Administration, & Governance",EDU     A770,Liya Escalera,2026 Spring,Full Term,,,,,,15945,180305,No Consent,,,False,False,True,False,False,False,False,"In this course, we will explore leadership, governance, and administration in colleges and universities through a practice of critical reflection. Together, we will examine the eco-system of higher education— namely, the internal leadership roles, governance structures and administrative practices, and the external public and private influences that impact our work. We will then consider how effective leaders identify and implement strategic priorities, foster innovation, and respond to crises. This course assumes that students have diverse leadership experiences, and they will be encouraged to draw upon these experiences to investigate, question and/or challenge the ideas presented in readings and class activities. Through small and large-group discussions, written assignments, discussions with guest speakers, simulations, case studies, and presentations, students will strengthen their leadership skills as they reflect upon their strengths and opportunities for growth. This course fulfills the Program Core Experience (PCE) requirement for students in the Education Leadership, Organizations and Entrepreneurship (ELOE) program. While fulfilling the ELOE requirement, the course is open to all students, with no enrollment preference given to ELOE students.",,Graduate School of Education,,,Education,Regular Course,In Person,"HGSE Student Option (Letter Graded, Sat/Unsat)",,,,
"Organizing: People, Power, Change",EDU     A612,Marshall Ganz,2026 Spring,Full Term,,,,,,15943,219991,Instructor,,,False,False,False,False,False,False,False,"Fulfilling the democratic promise of equity, accountability, and effectiveness requires the participation of an “organized” citizenry able to formulate, articulate, and assert its shared interests. Organizing, in turn, requires leadership: accepting responsibility for enabling others to achieve shared purpose in the face of uncertainty. Organizers ask three core questions:Who are my people? What is the change we need? How can we turn our resources into the power we need to achieve that change?Organizers learn to identify, recruit and develop leadership, build community with that leadership, and create power from resources of that community.This practicum has two modes.During the first part of the course, Campaign Design, students participate in an 18-day “courseshop”, bookended by two 2.5 day weekend workshops during the weekends of February 14th-16th & February 28th - March 2nd. Students learn with plenary lectures, small group practice and coaching. Requirements include consistent attendance, active participation, selected readings, a 600 word pre-module paper and a 700 word post-module  paper. In the 12 days between the two weekend workshops this module will require approximately 15 hours of work (one-to-ones with constituents, team meetings, and meetings with your Teaching Fellow).In the second half of the course, Campaign Leadership, students participate in plenary sessions on Tuesdays and in sections on Thursdays, from March 24th to May 2nd. In plenary, we focus on challenges that arise from running an organizing campaign, gain insights from cases, readings, lecture and discussion. In section, we coach each team’s practice leading their campaign as they meet new challenges and discover new opportunities.  You will learn not only “about” these practices.  You will learn to practice them experientially, coach others in the practice, and receive coaching yourself.  We encourage a “growth mindset” for this practicum: try new things, take some risks, ask new questions.This practicum is for students interested in learning to create social change through collective action. There are no prerequisites to enroll in the course. Students with and without “real world” organizing experience can find the class equally useful. Students with a strong commitment to the community, organization, or values on behalf of which they are working will be most successful. Because it is a course in practice, it requires trying new things, risking failure, and stepping outside one’s comfort zone. As reflective practitioners, students learn through critical reflection on their experience, feedback, and coaching. Be certain you are prepared for the emotional, behavioral, and conceptual challenges in which the work of organizing is grounded. Permission of instructor required. Please see class note for further instruction.",,Graduate School of Education,,,Education,Lecture,In Person,HGSE Letter Graded,,,,
Early Childhood Development in Global Contexts,EDU     A827,Aisha Yousafzai,2026 Spring,Full Term,,,,,,15786,214488,No Consent,,,False,False,False,True,False,False,False,"Global estimates suggest that 250 million children under the age of five are at risk of failing to meet their developmental potential. Amidst the ongoing global COVID-19 pandemic, these numbers are likely to be even higher. Nevertheless, culturally sensitive interventions to promote early childhood development (ECD) are not widely integrated or prioritized in health and education platforms. This interdisciplinary course introduces students to core concepts in ECD, cross-cultural theory, contexts of risk and protection, and early intervention and policy. Course meetings will combine lectures, interviews with global experts, and small-group discussion to equip students with the knowledge and skills to appropriately design, plan, evaluate, and appraise sensitive and specific ECD programming in a post-COVID world. In particular, the course will introduce students to foundational topics in education and public health – including theories of change, implementation research methods, and the ethics of intervention and cross-cultural work – while supporting the application of these topics to real-world interventions for young children. This course is designed for both master’s and doctoral students and will bring together a multi-disciplinary teaching team from the Harvard T.H. Chan School of Public Health and the Harvard Graduate School of Education.",,Graduate School of Education,,,Education,Regular Course,In Person,"HGSE Student Option (Letter Graded, Sat/Unsat)",,,,
"Education, Globalisation and the Global ‘Learning Crisis’",EDU     A811C6,Members of the Faculty,2026 Spring,Spring 1,,,,,,20058,227593,No Consent,,,False,True,False,True,False,False,False,"Taught by Chen Yidan Visiting Global Fellow, Kwame Akyeampong. Dr. Akyeampong will start the sessions by discussing what is believed about education systems delivering equitable learning outcomes, and how the global discourse on educational quality has influenced educational policies and practices in sub-Sahara Africa (SSA). In particular, how values embedded in key global educational reports and policies have shaped interventions aimed at addressing the global ‘learning crisis’ in Africa, and why these interventions are failing to deliver promised results. It will examine how the deficit characterisation of the African child and teacher has been used to drive teaching and learning interventions/reforms undermining African children’s agentic learning and the professional practice of teachers.Sessions will also explore the often overlooked but fundamental issue of the language of instruction in basic education in sub-Saharan Africa and other global Southern school settings. It will also examine how global discourses on poverty and poverty alleviation have exerted influence on education policy and interventions to address the ‘learning crisis’ in Africa, and why (re)conceptualising poverty as a multifaceted, relational, and inter-personal experience would offer better opportunities for more expansive and agentic learning to benefit the African child. Finally, the students will review the emerging evidence on Accelerated Learning Programmes (ALP) in the African context and what the implications are for improving educational quality.Dr. Akyeampong is a professor of international education and development at Open University in the U.K.",,Graduate School of Education,,,Education,Regular Course,In Person,HGSE Satisfactory/No Credit,,,,
Strategic Enrollment Management,EDU     A747,Drew Allen,2026 Spring,Spring 1,,,,,,15873,223041,No Consent,,0,False,False,True,False,False,False,False,"*Lottery-based Enrollment* Colleges and universities are facing unprecedented challenges and uncertainty relating to student enrollment. From dramatic demographic shifts in college-going populations to new policies relating to the admissions process and the use of standardized tests, these changes require strategic enrollment management solutions that cut across traditional institutional boundaries. This module provides an overview of strategic enrollment management, including recruitment, marketing, admissions, financial aid, student retention, and strategic enrollment planning. Students will participate in class discussions of readings and will collaborate on a multi-week group exercise that models the real-world considerations of working in an admissions office of an institution of higher education. Although the primary goal is to build students' understanding of foundational enrollment management processes, the course will also engage students in controversial topics and current debates that have a significant impact on the field, including race-conscious admission and ethics in the use of predictive analytics. Most readings and cases center on the undergraduate context; however, select examples may be drawn from graduate and international admissions and enrollment, depending on students’ interests.This module has no formal prerequisite courses, and it has been designed to meet the needs of students without prior quantitative, data analysis, or higher education coursework. The course offers an introduction to enrollment management for students in the Higher Education concentration and for anyone who is interested in policy and practice relating to college admissions, financial aid, and enrollment management.",,Graduate School of Education,,,Education,Lecture,In Person,"HGSE Student Option (Letter Graded, Sat/Unsat)",,,,
Brave Leadership: Courage and Transformation in US Higher Education,EDU     A710Z,"Timothy McCarthy, Susan Marine",2026 Spring,January,,,,,,15821,218855,No Consent,,0,False,False,True,False,True,False,False,"*Lottery-based Enrollment* This course will engage students in an exploration of what it means to be a courageous and transformative leader in U.S. higher education. Over the last two generations, neoliberalism and its fixation on profit, productivity, and performance has left higher education in a state of deep moral crisis, far afield from the values of ""democracy"" and ""diversity"" it regularly espouses. Naming and changing the vast forms of inequity and hypocrisy in higher education requires a bold integration of theory and practice—praxis—that is at once strategic, visionary, and ethically committed to transformation. This course will explore diverse case studies of brave leadership in higher education in the United States from the 1960s to the present. It will also offer our students the opportunity to both reflect on their own lived experiences with higher education and develop tools for transformation as they work to become courageous and transformative leaders in their own right.",,Graduate School of Education,,,Education,Lecture,In Person,"HGSE Student Option (Letter Graded, Sat/Unsat)",,,,
"Professional Dialogues in Global, International, and Comparative Education",EDU     A862Y,Robert Jenkins,2026 Spring,Full Term,,,,,,15874,222999,Instructor,,,False,False,False,True,False,False,False,"The goal of this bi-weekly, non-credit, seminar is to engage students in the Global, International, and Comparative Education (GICE) concentration in a professional community to participate in dialogues about themes and dilemmas pertaining to the concentration that contribute to social community building. Students in the concentration are required to participate in the bi-weekly meeting to engage in dialogues with other students, with HGSE graduates involved in international work, and with HGSE faculty and guests doing global, international and comparative work. This professional community experience is limited to and required for students in the GICE concentration.",,Graduate School of Education,,,Education,Lecture,In Person,HGSE Satisfactory/No Credit,,,,
Enabling Children to Learn in Humanitarian Crises and Fragile Contexts,EDU     A895,Robert Jenkins,2026 Spring,Full Term,,,,,,15936,224700,No Consent,,,False,False,True,False,False,False,False,"Triggered by events such as natural disasters, civil wars and pandemics, humanitarian crises endanger the well-being and safety of children, with implications for education. This practice-focused course will support students to develop skills related to designing and managing humanitarian programs in education. We will become familiar with the policy and programmatic frameworks commonly used to guide the provision of education opportunities for children as part of a broader humanitarian response, including the humanitarian coordination platform of the UN System, the Inter-Agency Steering Committee (IASC) and the work of the Education Cluster System at country levels. We will examine assessment, planning, and management tools as well as evidence related to the efficiency and effectiveness of various approaches to improving access and quality of education during crises. We will consider implications of education programs beyond learning, including as a means of protection from abuse and exploitation; recovery from traumatic experiences; and provision of lifesaving food, water, health care, and hygiene supplies. We will use country-level case studies and insights from global and national-level stakeholders and practitioners to learn how education actors in crisis situations conduct rapid assessments, situation analyses, and evaluations of program effectiveness.  This course is a strong practice-focused companion to the conceptual, research, and ethical foundation of Education in Uncertainty (T418).",,Graduate School of Education,,,Education,Lecture,In Person,"HGSE Student Option (Letter Graded, Sat/Unsat)",,,,
Negotiation Workshop,EDU     BA501 1,"Gillien Todd, Samuel Straus",2026 Spring,Full Term,,,,,,15875,223048,Instructor,,,False,True,False,False,False,False,False,"*Lottery-based Enrollment* **ONLY OFFERED FOR OEL STUDENTS** Full Attendance at all class sessions required** This is a practitioner-focused course introducing frameworks, tools, and skills to effectively manage negotiations in a variety of both professional and personal settings. Our approach is primarily experiential, and we will engage in hands-on negotiation simulations and/or exercises in every class session. These simulations are designed to enhance skills, demonstrate particular concepts, and provide opportunities to experiment with various negotiation techniques. Simulations and class exercises also require working with, and receiving feedback from, a partner and therefore full attendance at all class sessions is required. We will cover negotiation topics such as preparation, value creation, distribution, dealing with difficult tactics, advanced listening, managing difficult conversations, and the role of emotions, power, and identity in negotiation. Our approach is guided by theories of principled or interest-based negotiation, as outlined in Getting to Yes and other texts, which are used as points of departure for class discussion. A central feature of the course will be self-reflection: students will develop a practice of reviewing their negotiations and developing best practices. In particular, this course will ask you to do personal work and reflection on how you came to be the negotiator you are. Written work will consist of regular self-reflective journal assignments. This is a team-taught course with sessions featuring a mix of pair work, as well as small and large group discussion.Must be taken Satisfactory/No Credit.",,Graduate School of Education,,,Education,Lecture,Online,HGSE Satisfactory/No Credit,Must be an online EdM in Education Leadership Student,,,
Strategic Finance for Nonprofit Leaders,EDU     BA027,James Honan,2026 Spring,Full Term,,,,,,15833,220659,No Consent,,,False,False,False,True,False,False,False,"***ONLY OFFERED FOR OEL STUDENTS*** This course provides a general introduction to and overview of the financial management practices and problems of nonprofit organizations. Specific topics will include financial accounting, budgeting/resource allocation, cost containment and retrenchment, and strategy development/strategic planning. Course activities will include lectures, discussions, case analyses, exercises, and outside readings. Grades will be based on written case analyses, class participation, and a final examination.",,Graduate School of Education,,,Education,Regular Course,Online,"HGSE Student Option (Letter Graded, Sat/Unsat)",Must be an online EdM in Education Leadership Student,,,
An Introduction to Education Finance and Budgeting,EDU     BA043,Jonathan Paul,2026 Spring,January,,,,,,20407,227657,No Consent,,,False,True,False,True,True,False,False,"***ONLY OFFERED FOR OEL STUDENTS***This course provides a comprehensive overview of education finance, equipping students with the skills to navigate the complex financial landscape of both K-12 and higher education institutions. Students will analyze core financial statements, learn strategic budgeting, and evaluate institutional performance using key financial metrics. The curriculum emphasizes strategic decision-making by exploring critical tradeoffs, risk management, and ROI analysis for educational programs and capital projects. Through a combination of case studies and practical exercises, students will develop the communication skills necessary to advocate for resources and align financial strategies with academic priorities.Each session of this course is designed to build upon the last. By the end of J-Term, you will develop your competencies in:Understanding the economic models that drive K-12 and higher education, and the forces impacting financial health and sustainability of the field.Reading and analyzing financial statements and assessing financial health, a vital competency for all education leaders.Identifying the key levers and tools that will support effective financial decision making.Applying your financial skills to real world education institutions in the US.Communicating the ‘story behind the numbers’ in simple and compelling ways.Strategically investing financial resources in ways that further you organization’s mission and vision.This course does not have any prerequisites other than basic algebra and a willingness to work hard.",,Graduate School of Education,,,Education,Regular Course,Online,"HGSE Student Option (Letter Graded, Sat/Unsat)",Must be an online EdM in Education Leadership Student,,,
The Economics of Education in Low- and Middle-Income Countries,EDU     A845,Alejandro Ganimian,2026 Spring,Full Term,,,,,,15941,225004,Instructor,,0,False,False,True,False,True,False,False,"*Lottery Enrollment Course* This course examines how key concepts and frameworks in economics may be leveraged to understand the frontier challenges in education in low- and middle-income countries (LMICs) and the circumstances under which policy changes may effectively address them. It seeks to provide you with an approach to help you: (a) diagnose the underlying reasons for existing challenges in education in LMICs; (b) assess the promise and potential pitfalls of proposed solutions; (c) design policies and programs with greater chances of success; and (d) monitor and/or evaluate the consequences of new or existing efforts. The course is intended for master’s and doctoral students seeking to apply insights from economics to policy design, analysis, and monitoring/evaluation. It draws on theory and evidence from labor, development, and behavioral economics. It focuses on pre-primary to secondary education—the levels in which enrollments have expanded most rapidly in LMICs.This course is structured around four main parts. The first one aims to make you view education in LMICs through the eyes of economists (Why do they study education? How do they view education? What do they think are the main challenges in education in LMICs?). This part is essential for you to understand why economists study certain questions and not others and the perspective from which they approach such questions. The second and third parts synthesize the evidence produced by economists in recent decades to improve both the “quantity” (e.g., enrollment) and “quality” (e.g., learning) of education (How can we increase the share of the population that attends school? How can we improve the quality and relevance of instruction that students receive at school?). These parts constitute the core of the course, integrating economic theory and existing evidence. The fourth and final part identifies the main challenges in translating evidence into policy (How can we make sense of “bundled” interventions? How can we assess the relevance of evidence across contexts?) and offers an overview of the frontier in evidence generation.Prerequisites: You are expected to have taken EVI-101 (“Evidence”) and S-040 (“Introduction to Applied Data Analysis”) or equivalent courses that introduce students to regression analysis. You should be comfortable interpreting regression coefficients, standard errors, p-values, and confidence intervals. (You will not be required to perform statistical analysis in R or Stata). If you have taken more advanced statistics courses, such as S-052 (“Intermediate and Advanced Statistical Methods for Applied Educational Research”) or S-290 (“Quantitative Methods for Improving Causal Inference in Educational Research”), you will be able to go beyond what is taught in class. Yet, this level of statistical proficiency is not necessary to participate in class and complete the course assignments.",,Graduate School of Education,,,Education,Regular Course,In Person,"HGSE Student Option (Letter Graded, Sat/Unsat)",,,,
Leading a School Through Challenge and Crisis,EDU     BA311A,Richard Melvoin,2026 Spring,January,,,,,,15834,220660,Instructor,,0,False,False,True,True,True,False,False,"***ONLY OFFERED FOR OEL STUDENTS*** Harvard’s famous anthem Fair Harvard sees “calm rising thro’ change and thro’ storm.” But school leaders are the ones who have to take the tiller and figure out the way to get through the storm.  The thrust of this case-based, discussion-based course is to challenge students to problem-solve the widely varied kinds of problems – and yes, crises – that school leaders face. They range from the immediate – the death of a student, the threat of an armed person on campus, a racist incident, a hurricane – to less urgent but no less real crises: a slashed budget, a sharp decline in enrollment, crumbling infrastructure, reports of sexual assault. And of course it is hard to imagine more challenging situations than the recent pandemic and the ongoing struggles over racial justice and culture wars. By working through specific cases, this course will illuminate larger operational and strategic issues that are part and parcel of the work of a school leader. While some cases will be drawn from the instructor’s direct experiences in leading an independent school, the issues addressed will be central for students aspiring to lead all manner of schools: public, charter, faith-based, and private. Readings will be drawn from several sources that focus on the nature of leadership, from the world of schools to explorers and even to the American presidency.",,Graduate School of Education,,,Education,Regular Course,Online,"HGSE Student Option (Letter Graded, Sat/Unsat)",Must be an online EdM in Education Leadership Student,,,
Microeconomics of Education,EDU     BA205,Vesall Nourani,2026 Spring,January,,,,,,20405,227659,Instructor,,,False,True,False,False,False,False,False,"***ONLY OFFERED FOR OEL-IEPM STUDENTS*** This course introduces students to fundamental principles of microeconomics with a focus on questions relevant to education. The main goal is to train students to appreciate the power of precise and analytical thinking through the lens of economic models of human behavior. Given that these models have powerful implications for policy choices, emphasis will also be placed on the limits and strengths of such analytic thinking. Examples of policy problems are drawn from early childhood education, elementary and secondary education, and post-secondary education in a variety of countries. The course has at least two secondary goals, including: 1) helping participants link the implications of economic models to empirical research questions and 2) linking models covered in the course to recent research when appropriate. A structured sequence of readings and problem sets are required of all students. The course is an introduction to the principles of microeconomics with a focus on education; thus, students who have had intermediate microeconomics should not take this course. Students should have experience with reading graphs and be competent in algebra.",,Graduate School of Education,,,Education,Regular Course,Online,"HGSE Student Option (Letter Graded, Sat/Unsat)",Must be an online EdM in Education Leadership Student,,,
"Creating the Conditions for Effective School, Family and Community Partnerships",EDU     BA122,Karen Mapp,2026 Spring,Full Term,,,,,,15842,220716,Instructor,,,False,False,True,False,False,False,False,"***ONLY OFFERED FOR OEL STUDENTS*** What does it take to create the conditions for trusting, meaningful, and effective educational partnerships between schools, families, and communities? Around the globe, educators are reconsidering and taking more seriously the vital role these partnerships play in the success of students and the improvement of schools. The purpose of this course is to explore the leadership and management skills, mindsets, and dispositions needed to create and sustain the conditions for effective partnerships. As a learning community, we will investigate ""promising practice"" strategies being implemented by schools and districts to cultivate and sustain school, family, and community connections that support children's learning and development, and school improvement. Through case studies, lectures, readings, guest presentations, and class discussions, we will also explore the systems, structures, and resources necessary to support these partnerships. The course includes a group project with an organization working on a family/community engagement initiative. The course consists of a two-hour full class meeting on Tuesday's (from 6-8PMEST) and a one-hour section on Thursdays within the 6-9PMEST time range.  During the first week of class, students will select their Thursday section time slot, for example, 6-7PM, 6:30-7:30PM, etc.",,Graduate School of Education,,,Education,Lecture,Online,"HGSE Student Option (Letter Graded, Sat/Unsat)",Must be an online EdM in Education Leadership Student,,,
Coaching with Equity in Mind,EDU     B310P,"Kathy Boudett, Michele Shannon",2026 Spring,Spring 2,,,,,,15884,223868,No Consent,,,False,False,False,True,False,False,False,"***ONLY OFFERED FOR OEL STUDENTS***What are best practices in using coaching as a strategy for capacity-building of individuals? And how can we use this strategy to shift educational institutions to become more equitable? This course invites you to explore how coaching can help individuals lean into their strengths, recognize their biases, and coach with an awareness of the ways in which social identity and dominant culture impact the coaching relationship. As part of our class time, each week you will engage in a coaching practicum where you use a research-based coaching format to work with peers to practice key skills related to coaching with equity in mind. These skills include developing rapport, building trust and psychological safety, actively listening, effectively questioning, working through levels of dialogue and providing actionable feedback.During this practicum, you will coach a peer on cultivating their chosen equity leadership disposition (https://www.leadershipacademy.org/resources/equity-leadership-dispositions-2/). The beauty of coaching is that you don’t need to be an expert in the area that your coachee chooses; you just need to be able to listen carefully and create a holding environment where they can do their own learning. Through targeted feedback from peers and teaching team members, you will leave this course with improved basic coaching skills. You will also leave with a deeper understanding of how to integrate equity leadership dispositions into your practice.Please note this is restricted to students in the Ed.M. OEL online master's program.",,Graduate School of Education,,,Education,Lecture,Online,HGSE Satisfactory/No Credit,Must be an online EdM in Education Leadership Student,,,
Negotiation Workshop,EDU     BA501 2,"Whitney Benns, Deborah Goldstein",2026 Spring,Full Term,,,,,,15890,223048,Instructor,,,False,True,False,False,False,False,False,"*Lottery-based Enrollment* **ONLY OFFERED FOR OEL STUDENTS** Full Attendance at all class sessions required** This is a practitioner-focused course introducing frameworks, tools, and skills to effectively manage negotiations in a variety of both professional and personal settings. Our approach is primarily experiential, and we will engage in hands-on negotiation simulations and/or exercises in every class session. These simulations are designed to enhance skills, demonstrate particular concepts, and provide opportunities to experiment with various negotiation techniques. Simulations and class exercises also require working with, and receiving feedback from, a partner and therefore full attendance at all class sessions is required. We will cover negotiation topics such as preparation, value creation, distribution, dealing with difficult tactics, advanced listening, managing difficult conversations, and the role of emotions, power, and identity in negotiation. Our approach is guided by theories of principled or interest-based negotiation, as outlined in Getting to Yes and other texts, which are used as points of departure for class discussion. A central feature of the course will be self-reflection: students will develop a practice of reviewing their negotiations and developing best practices. In particular, this course will ask you to do personal work and reflection on how you came to be the negotiator you are. Written work will consist of regular self-reflective journal assignments. This is a team-taught course with sessions featuring a mix of pair work, as well as small and large group discussion.Must be taken Satisfactory/No Credit.",,Graduate School of Education,,,Education,Lecture,Online,HGSE Satisfactory/No Credit,Must be an online EdM in Education Leadership Student,,,
Student Development in Context: Promoting Success and Well-Being in Higher Education,EDU     BA709,Alexis Redding,2026 Spring,Full Term,,,,,,19331,223013,Instructor,,,False,False,True,False,False,False,False,"***ONLY OFFERED FOR OEL STUDENTS*** There is no one-size-fits-all college experience and the idea of the “traditional college” student is woefully out of date. In this course, we will unpack what it means to navigate the path to and through higher education today. We will also consider how individuals and institutions can foster student success and promote retention using theoretically-grounded practices.During the semester, we will develop a robust toolkit of theories and frameworks from the fields of developmental psychology, sociology, and student affairs. This collection of ideas from across disciplines will allow us to center contemporary research on the student experience and to consider how to build policies and practices that genuinely meet their needs. To do this, we will test and apply our course ideas to a range of institutional contexts while we work to modernize and adapt them to fit the changing landscape of higher education. We will also hear directly from leading student affairs professionals who will share insights into their institutions and the students they serve along with current puzzles of practice for us to explore. Students will leave this class with a solid foundation of theory, a nuanced understanding of today's college students, and a toolkit of research-based approaches to offer developmentally-grounded supports that help students thrive. Note: This course is required for and limited to OEL students in the Higher Education Pathway.",,Graduate School of Education,,,Education,Lecture,Online,"HGSE Student Option (Letter Graded, Sat/Unsat)",Limited to Students in the Online Master's in Education Leadership program,,,
